본문,label
매도세로 대응하기 보다는 금리 상승시 매수 대응이 바람직 할 듯,1
연말 장세 보이는 가운데 금리 상승시 매수세가 유입되는 모습.,1
우호적인 유동성 상황과 안정적인 베이시스와 CDS흐름을 감안한다면 금리 상승시 매수관점 유지,1
우려되던 선물 롤오버 충격은 미미했으나 외국인 선물 매도와 대외금리 상승 영향 받아.,1
채권금리 상승 마감.,1
전일 금통위로 내년 1분기 금리 인상 기대가 부상하면서 채권시장은 약세로 마감.,1
통화정책의 선제성을 강조한 한은 총재의 발언은 내년 기준금리 인상이 상반기 현실화될 것이라는 전망을 가능케 한다.,1
"최소한 이성태 총재의 임기(2010년 3월)내 기준금리 인상이 시행될 것으로 전망한다.그리고, 출구전략이 단계적으로 진행될 것이라는 점을 강조하였다.",1
"이는 상반기 기준금리 인상 후, 하반기 동결 전망을 가능케 한다.",1
"정책변수가 내년도 금리흐름을 좌우할 것으로 판단되는 상황에서, 상반기 기준금리 인상 후 하반기 동결 전망은 2010년 채권금리의 상고하저(上高下低)흐름을 예상케 한다.수익률 곡선은 평탄화될 것으로 전망된다.",1
두바이 쇼크에 따른 금리 급락 후 대외요인 진정되며 되돌림 진행.대외금리 상승세와 주가지수 1600선 회복 등 대내외 여건은 부담 강한편.,1
단기 수급충격 요인은 완화되었지만 금리 하락폭에 대한 기대도 낮아질 수 밖에 없어.증시와 무관한 채권 강세를 위해서는 원화 강세를 통한 시장 전반의 유동성 상황 호전되는 경우만을 생각해 볼 수 있을 듯.,1
대외금리 하락 속에 저가매수 유입 양상.,0
"현물은 1년물30bp 이상 금리 하락한 반면, 3년은 20bp, 10년물은 10bp 남짓한하락세 보여.",0
버냉키의장 저금리 지속 언급하며 대외금리 하락.,0
단기물 중심 스왑 레이트 하락하며 손절성 매수 유입으로 금리 한단계 하향하는 강세.,0
하지만 출구전략의 지연으로 통화정책 불안이 시장에 내재 될 수 밖에 없어.11월 채권시장 금통위 시장에 큰 충격 없을 것이라는 기대가 형성되며 단기물 위주로 금리하락 이어져 왔기에 금통위 이후 차익실현 매물 출회하며 금리 반등할 가능성 있어.,1
"단기물 위주에서 국고채 3년,5년물금리 하락 이어지면서 금통위 시장에 큰 충격 없다면 금리 메리트 부각되는 장기물로 수요 이어질 수도금통위 앞두고 관망세 이어가는 가운대 외국인 투자자의 움직임에따라 시장 방향성 결정될 듯.",0
구조적 단기물 수요 부각으로 단기물 중심 강세.채권 품귀에 대비단기물 중심의 강세 두드러진 것은 외화자금 수급 부담 완화에 기인.,0
"금리 하락시마다 부담 제기될 것이므로, 전반적으로 외화자금 동력에 따른 수급 강도와 대외금리 동향에 따른 추세에 대한  강도가 주목되는 한주가 될 것임.",0
"지난 10월 금통위 회의 이후 1년 미만 단기금리와 기준금리 스프레드는 다시 기준금리 인상 우려가 소멸된 수준으로 축소되어 있고, 외은지점 외화유동성 규제 가능성이 낮아지면서1~2년 통안채 금리의 매력이 부각될 수 있는 상황이라 여겨진다.",0
대외금리 상승세 보여 정체된 흐름.,1
케리 관점의 저가매수FOMC 회의 후 긴축 우려 희석된 가운데 국내 채권시장의 수급구조도 안정화.,0
미 장기국채 금리 상승 여파로 약세 출발.,1
 다만 최근 흐름 다소 부진했던 점을 고려 장세 강도는 베이시스에 따른 포지션 커버 움직임이 중요해 보여.Fed 금리 선물시장에서는 내년 초까지 연방기금 금리 인상 가능성 낮은 것으로 나타나고 있어.,0
대외금리 상승과 전일 강세폭 축소에 따라 약보합세.,0
호주 25bp 금리 인상에 그쳐.,1
호주금리 하락세 이어진 가운데 국내채권 금리도 하락.,0
경기확장 둔화 모멘텀을 중심으로 장기적인 관점으로는 듀레이션 확대와 기간 스프레드 축소 전망을 유지한다.,0
월말 지표 발표에 대한 부담 있지만 대외금리 하락세 속에 20일선 지지 모드.,0
"단기급등과 환율 1200원 부담으로 상승 탄력은 둔화.단기 스왑베이시스, 신경쓰이는 변수외국인 선물 재매수와 대외금리 하락에 따라 장세 분위기 반전.",0
전일 채권금리 대외금리 하락과 증시의 급락 영향으로 하락세 이어감.,0
하지만 금리 하락 후 차일실현 매물이 출회하며 금리 하락은 제한된 모습.,1
전일 금리 대외금리 상승으로 금리 상승 출발하였으나 매수세가 꾸준하게 유입되며 하락 전환됨.,0
3분기 GDP가 전분기 대비 2.9% 상승하며 예상치를 크게 상회하면서 금리는 연중 최고점을 경신.,1
"외국인 투자자는 선물시장에서 8,296계약을 순매도고점 인식 높아지고 있으나...예상을 뛰어넘는 3분기 GDP로 인해 금리 전구간에 걸쳐 상승.",1
정부의 강력한 경기부양 의지로 인해 연내 금리인상은 쉽지 않은 상황.,0
대외금리 상승과 월말 경제지표 부담으로 인해 채권금리 상승마감.외국인 투자자 선물시장에서 순매도세 이어감.,1
증시 상승폭이 줄어들었으나 매수심리가 쉽게 회복되지 못하며 채권금리 상승폭 줄이지못해.,1
이 수준이 심리적 저항선으로 인식되고있어 하락세로 전환될지 주목금리 하락을 유도할 모멘텀이 부재한 상황이나 제반 여건을 감안할경우 금리 상승시 매수 관점으로 대응 필요,1
전일도 단기물 중심 금리하락으로 커브 스티프닝 지속되는 양상.,0
"장기물의 불안한 흐름은 이어질듯 다만, 단기구간의 금리는 금리 상승시 매수세 유입 될 것으로 전망 됨",1
장기물 금리는 큰 변동없이 단기물 하락하며 커브 스티프닝 이어짐.장기물 금리 하락이 제한되며 향후 커브 움직임에 전망이 엇갈리며금리 하락이 제한되는 모습.,1
통화정책 위험 감소하며 그 동안 소외되었던 단기구간 중심으로 금리 하락.,0
"다만, 대외금리의 상승세가 이어질 경우 내외 금리차 축소에 따른 국내 채권 메리트 낮아질 수 있어 금리하락 여력은 크지 않을 수도 있어",1
연내 기준금리 인상 가능성은 희박해 보인다.,0
"1분기 가량 시간을 벌었다고 본다.기준금리 인상의 당위성은 부인하기 어려울 것이고, 다음 단계로 기준금리 인상 시점과 추세화 여부가 중요할 것이다.",1
우리는 기준금리 인상이 내년 1분기에 시작될 것이다.,1
전주 채권시장 금통위 앞두고 호주 금리 인상으로 불안감 고조되며약세를 보임.,1
"그러나 10월 금통위 금리 동결하였고, 총재 당분간 금리동결기조이어갈 의지비춰 연내금리 인상가능성은 낮아지며시장심리 회복.",0
주중 금리 상승폭 만회.대외 통화정책 리스크 부상연내 통화긴축에 대한가능성은 낮아진상황.,0
"다만, 버냉키의장의 긴축관련 발언으로 대외금리 상승.",1
지난달에 이어 주택시장에 대한 강력한 경고 메세지를 전달한다면 금리 인상시기 앞당겨질 가능성배제할 수 없을 것.,1
호주금리인상으로 인해 금통위의 매파적 발언 가능성이 높아지며 단기물의 불안한 흐름 이어지는 상황.,1
금리인상을 단행한 호주와 금리인상 기대감이 높은 노르웨이도 장기물은 안정적인 흐름을 보이고 있는 상황.,1
호주 채권시장의 시사점호주 기준금리 인상으로 출국전략 효시가될 것이란부담 팽배.,1
호주채권시장은 단기물 금리 상승한 반면 장기물은 하향 안정.,1
CD 금리 상승세로 대출금리 상승 유도하고 있어 금리 인상에 따른 실익은 낮은 편.,1
연휴전 대외금리 하락으로 선물 109선 넘는 강세.,0
연내 금리 인상 가능성 제기된 이상 주말 변수 의식할 수밖에 없어.,1
외국인 투자자 순매도세로 전환 그러나 금리 상승시 저가 매수세 유입되며 강한 상방 경직성을 보임,1
외인 채권 매수 기조 지속될 것으로 전망.전반적인 수급 구조상 금리 상승시 저가매수 시도 이어질 듯.,1
"국내 경기와 인플레이션을 고려할 경우 2.0% 기준금리는 크게 낮은 수준이 아니라고 봄주택시장 측면에서도, 연내 기준금리 인상 가능성은 크지 않음",0
대외금리 상승과 FOMC 부담으로 약보합권등락.,1
단기금리 상승은 베어리시 플래트닝으로 연결되어 상대적으로장기물매물강도약한편.,1
연내 기준금리 인상 가능성이 낮다면 듀레이션 확대 전략이 바람직할 것정책변수로 변동폭이 커질 여지는 있으나 1~2개월내 시장금리가 상승 추세로 회귀할 가능성은 높지 않다고 봄,0
"매파적인 금통위 회의 결과로 채권시장도 연내 기준금리 인상 가능성을 반영.따라서, 펀더멘털과 주택시장 측면에서 기준금리 인상 압력과 시점을 전망하는 것은 의미가 있을 것. ",1
9월 금통위는 기준금리를 동결하였지만 주택시장 과열에 대해 경고성 멘트로 연내 기준금리 인상 기대감이 높아지며 채권금리는 급등9월 금통위는 매파적인 태도를 보임.,1
현재의 과열상태가 진정되지 않는다면 금리 인상 카드를 꺼낼 수 있음을 시사.,1
다만 단기구간의 경우 기존의 수급문제와 통화정책의 잠재 리스크가 부각됨에 따라 의미있는 금리하락 기대하기 어려운 상황.,1
"단기금리와 기준금리 사이 스프레드를 통해 볼 때, 시장금리는 이미 6개월내 기준금리인상을 반영하고 있다고 여겨짐.",1
"6월 금통위 회의에서 경기하강세가 중단되었다고 공식선언 한 것을 고려한다면 향후 3분기 후행지수(특히, 고용지표)의 회복탄력을 확인하고 11월 기준금리 인상이 시작될 수 있을 것.",1
"국고채 3년 금리는 전주대비 15bp 상승한 4.61%에, 국고채 5년 금리는 전주대비12bp 상승한 5.06%에 마감.",1
"다만, 금번 금통위에서총재는 최근 금리 상승이 경기의 개선을 반영하고 있지만 시장의 기대가 앞서가고 있다는 점을 강조.",1
"이는 2년 내외 중심의 채권 수급 구조에 영향을 주게 되며, 최근 2년 중심의 금리 상승이 두드러졌던 부분과 연결시켜볼 수 있을 것이다.",1
금주 예정된 국고채 5년물 입찰과 금통위 회의가 원활하게 진행된다면 금리는 저가매수세가 유입되며 기술적인 하락은 가능할것으로 전망된다.,0
"특히, 약세장에서 금리상승폭이 상대적으로 컸던1.5~2.5년 구간의 매수가 바람직해 보인다.",1
"물론, 장기적인 관점으로는 금리상승 전망을 유지한다.",1
위축된 심리가 좀처럼 회복되지 못하며 채권금리는 상승세를 이어갔다.,1
"장기적인 관점에서 기존의 시장금리 상승전망은 유지하나, 단기적으로는 추세이탈보다 기존의 스윙(Swing)전략이 바람직해 보인다.",1
그리고 상대적으로 상승폭이 컸던 중기영역의 금리는 지표의 개선을 어느 정도 반영한 수준이라고 판단된다.,1
금리가 상승시 저가매수접근이 바람직해 보인다.,1
"시장금리의 추세적 상승 여부에 대해 다시 고민해야 할 시점이고, 본격적인 금리상승을 우려할 때는 아니라고 본다.",0
대외 악재와 외국인의 국채선물 순매도로 인해 중장기물 중심으로 금리가 상승하였다.,1
앞으로 발표되는 국내외 지표들이 경기회복이 빨라지는 것을 확인하기 전까지 금리 상승은 제한될 것으로 전망된다.,0
금리 상승 이후 가격논리가 급부상 한 상황이지만 아직까지는대내외적인 정책방향과 경제지표의 확인 과정이 다소 필요하므로 서두를 필요는 없을 것이다.,1
"지금은 가격논리보다 모멘텀에 비중을 둬야 할 것으로 전망된다.물론, 당분간 기준금리 인상은 기대하기 어렵다고 본다.",0
선제적인 금리인상으로 인해 가까스로 회복의 불씨를 살린 경기가 하강할 가능성도 무시할 수 없다.,1
"중기 통화정책의 방향은 결정됐고 이제 관건은 금리인상 시점이라고 여겨지는데, 시점에 대해서는 유보적이다.",1
"유가와 자산가격이 현재의 상승 경로를 유지할 경우 연내 금리인상 가능성도 배제할수 없으나, 경기회복의 강도를 확인하고 소비자물가의 변곡점 형성 여부를 1~2개월 정도확인하고 싶다.",1
결국 변동성이 확대될 경우 유동성 프리미엄의 증가로 인해 장기물 금리가 단기물 금리보다 상대적으로 상승하는 속도가 더 빠를 것으로 전망된다.,1
"장기적인 관점에서, 결국 국고채 금리의 박스권 이탈은 하락보다 상승으로 나타날 가능성이높아 보인다.",1
"추가적인 통화완화의 요구는 크게 낮아진 상황이고, 현재 기준금리 자체가 완화적인 수준이기 때문에 금리인하를 기대하기는 어려워 보인다.",1
반면 금융시장은 빠른 속도로 안정세를 보이고 있고시중 유동성의 흐름이 실물로 확산되는 확인 과정이 여전히 필요하므로 기존의 통화 완화 스탠스를 유지할 것으로 예상된다.,0
수익률 곡선은 1~2년 구간을 중심으로 단기금리가 상승하고 장기금리가 하락하는강세 피보팅이 예상된다.,1
전주 채권금리는 하락하였다.,0
금리 상승 이후 가격논리가 급부상 한 상황이지만 아직까지는 대내외적인 정책방향과 경제지표의 확인 과정이 다소 필요하므로 서두를 필요는 없을 것이다.,1
"지금은 가격논리보다 모멘텀에 비중을 둬야 할 것으로 전망된다.물론, 당분간 기준금리 인상은 기대하기 어렵다고 본다.",0
선제적인 금리인상으로 인해 가까스로 회복의 불씨를 살린 경기가 하강할 가능성도 무시할 수 없다.,0
"중기 통화정책의 방향은 결정됐고 이제 관건은 금리인상 시점이라고 여겨지는데, 시점에 대해서는 유보적이다.",1
"유가와 자산가격이 현재의 상승 경로를 유지할 경우 연내 금리인상 가능성도 배제할수 없으나, 경기회복의 강도를 확인하고 소비자물가의 변곡점 형성 여부를 1~2개월 정도확인하고 싶다.",1
아직 한은의 금리 인상시기가 임박한 것은 아니지만 한은 스탠스의 변화로인해 안정적인 흐름을 보여왔던 시장금리의 변동성은 높아질 것으로 예상한다.,1
결국 변동성이 확대될 경우 유동성 프리미엄의 증가로 인해 장기물 금리가 단기물 금리보다 상대적으로 상승하는 속도가 더 빠를 것으로 전망된다.,1
"장기적인 관점에서, 결국 국고채 금리의 박스권 이탈은 하락보다 상승으로 나타날 가능성이높아 보인다.",1
"콜금리 인상 이후 국고채 3년물 지표금리가 4.80%선 위로 올라섰지만, 시장 전반의 강세 분위기는 당분간 유효할 것으로 판단된다.",0
"추가적인 통화완화의 요구는 크게 낮아진 상황이고, 현재 기준금리 자체가 완화적인 수준이기 때문에 금리인하를 기대하기는 어려워 보인다.",1
반면 금융시장은 빠른 속도로 안정세를 보이고 있고시중 유동성의 흐름이 실물로 확산되는 확인 과정이 여전히 필요하므로 기존의 통화완화스탠스를 유지할 것으로 예상된다.,0
수익률 곡선은 1~2년 구간을 중심으로 단기금리가 상승하고 장기금리가 하락하는 강세 피보팅이 예상된다.,0
전주 채권금리는 하락하였다.,0
그러나 주말 들어 매도로 대응하던 국내 기관들이 손절성 매수에 나서며 채권금리는 국고채 3년물 중심으로 하락세를 보였다.,0
"게다가, 3년 지표금리의 상승에도 경기회복에 대한 기대로 투자등급 이상의 신용물 금리는 하향안정세를 유지하는 모습으로 기간간/신용등급간 차별화 현상이 심화되고 있는 것이다.",1
"특히, 그간 금리하락폭이 미진했던 BBB급 회사채의 경우 펀더멘털에 대한 인식 변화를 향유할 수 있다는 점에서 매력이 높아 보인다.",0
"만일 경기회복이 미진한 가운데 국고채를 중심으로 시장금리가 빠르게 상승할 경우, 한은은 금리인하 재개, 혹은 국고채 시장 개입을 수행할 것이다.",1
"그리고, 정부의 금리상승억제 수단 역시 다양하다.",1
펀더멘털 측면은 금리 상승압력으로 작용할 것으로 전망된다.,1
"MMF제도개선을 통한 단기 유동성 장기 이전, 단기 국고채 발행 등 단기 금리의 상승 모멘텀이 높아지고 있으나, 현금성 자산 확보 노력 등으로 인해 단기물 수요기반은 견조하기 때문에 단기금리의 상승시도는 강하지 않을 것으로 본다.",0
"추경편성과 그에 따른 국고채 공급 우려가 과도하다는 인식 속에, 장기채의 가격 메리트가 5년 이상의 장기구간 채권에 매수세를 유도하였다.",0
"시중 풍부한 단기유동성으로 단기금리의 상승은 제한될 것으로 전망되고, 공급 부담으로 인해 장기금리는 약세 재료에 민감할 것으로 전망된다.",0
"그러나, 외국인 투자자의 매수세가 채권시장 전반의 금리하락으로 연결된 것은 그만큼 시장 심리가 개선되었다는 것을 의미한다.",0
금통위에서는 25bp 금리인하가 예상되지만 금리인하 여부보다는 통화완화 스탠스 강도와 양적완화정책의 방법 등에 관심을 가져야 할 것이다.,0
"정부와 한은 모두시중금리의 상승을 원하지 않고, 정부 관계자의 발언처럼 추경편성에 따른 채권시장의 부담을 덜기 위한 공급 측면에서 다양한 보완책이 수반될 것으로 본다.",0
"따라서, 적극적으로 포지션을 구축하는 것은 바람직하지 않다고 보나, 정책변수에 의한 금리상승압력이라는 점에서 불안 해소의 창구 역시 다양하다고 본다.",1
"가격논리에 기댄 매수세의 유입으로,수익률 곡선의 스티프닝 현상은 다소 완화되는 모습을 보이고 있으나 아직 추세적인 플레트닝을 기대를 하기에는 제반 여건이 불안한 상황이다.",0
"작년 4분기 이후 금통위의 공격적인 금리인하와 신용경색 해소를 위한 정부와 금융당국의 노력이 시장금리 하락을 유도한 상황에서, 마무리 국면에 진입하고 있는 기준금리 인하와 확장적 재정정책은 채권시장에 부담으로 작용할 수 밖에 없다.",0
"예상치를 뛰어넘는 50bp 기준금리 인하와채권 약세심리를 해소하려는 총재의 노력에도 불구하고, 단기구간에 머문 시중금리의 하락은 국고채 금리의 1월 저점 인식을 더욱 견고하게 할 것이다.",1
버냉키 의장 발언이 우호적으로 작용하여 금리가 하락했지만 8월 콜금리 인상론이 여전히 우세한 상황에서 추가적인 금리 하락은 쉽지 않을 것으로 판단된다.,1
그리고 그 동안 강세를 보였던 신용물의 금리 하락도 주춤해지는 모습이었다.,1
그러나 4분기 GDP발표가 다가오면서 채권금리는 하락하였다.,0
작년 10월부터 기준금리 인하로 인해 급하게 하락하던 지표물 금리는 지난 금통위 이후 향후 금리인하에 대한 기대치가 낮아지면서 하락이 제한되었다.,1
그러나 통화정책의 스탠스를 감안할 시 국고채금리가 추가적으로 하락할 공간은 크지 않은 것으로 판단된다.,1
기대가 실망감으로 바뀌면서 전주 국고채 금리는 작년 11월 둘째 주 이후 처음으로 상승했다.,1
"연말 거래가 부진했지만 11월 산업활동이 빠른 속도의 경기하강을 보여주고, 외국인 투자자의 국채선물 순매수세가 이어지면서 채권금리는 하락세를 이어갔다.",0
특히 전주 발표된 광공업 생산은 전년동월대비 14.1% 하락하며 국내 경기가 예상보다 빠르게 둔화되고 있음을 보여주었고 이에 따라 채권금리는 낙폭을 확대하였다.,0
그러나 기준금리 인하 기조는 유효한상황이기 때문에 금리 상승시 매수세가 유입될 것으로 예상된다.,0
주초 채권금리는한은의 유동성 공급 의지를 재확인하며 하락하였다.,0
"최근 중동 불안에 따른 국제 유가 상승과 국내 폭우 피해 여파 등 경기 둔화 요인이 잇따라 발생하면서 지표금리가 4.80%대에 진입한 상황이지만, 8월 콜금리 인상 가능성이 여전히 높다는 점을 고려하면 최근의 금리 수준은 다소 부담스러워 보인다.",1
마무리 단계로 접어든 기준금리 인하 사이클과 국채 매입에 있어 소극적인 태도를 유지하는 한은의 태도를 감안하면 기존의 '공격적인' 통화완화 정책은 마무리된 것으로 판단한다.,1
"다만, 금리 인하를 통한 거시적인 정책은 한계가 있을 것이고 미시적인 대책을 통해 시중 유동성 공급에 나설 것으로 전망된다.",0
전주 RP 지원을 통해 유동성 공급에 나섰고 시중금리 하락을 위한 한은의 유동성 공급 대책은 향후 지속 될 것으로 예상되기 때문이다.,0
국내 경기 둔화와 금리인하 기대를 바탕으로 국고채 금리는 하락세를 보이고 있다.,0
"다만, 한은이 시장의 예상을 뛰어넘는 금리 인하나 시장에 우호적인 발언을 한다면 금리 하락 추세는 좀 더 이어질 수도 있을 것이다.",0
"통화정책은 09년 채권시장의 중심변수로 작용할 것으로 전망되는데, 국내 GDP 및 소비자물가 전망치를 통해 기준금리 인하압력을 가늠할 경우, 상반기에는 금리인하 압력이 높은 수준을 유지할 것으로 전망된다.",0
통상 금리인하가 중단되면 시중금리는 상승하는 경향이 있다.,1
"그러나, 거시지표와 금융시장 안정을 확인하는 시차, 선진국의 금리인하가 중단되는 시차, 그리고 선진국 금리인하 중단이 신흥국 금리인하 중단으로 이전되는 시차 등을 반영한 이후 시중금리가 상승할 것으로 전망된다.",1
"그러나, 국고채 공급이 크게 증가한 04년부터 06년까지의 경험을 돌아보면, 금리인하기에는 수급보다 금리인하 기대가 국고채 공급 충격을 압도하며 시중금리와 기준금리 스프레드는 지속적으로 하락하였다.",0
금주 채권시장은 강세 흐름이 계속될 것으로 예상된다.,0
기준금리 인하 기대를 바탕으로 1분기 기준금리와 지표금리의 축소가 지속적으로 전개되면서 지표금리는 3%대에 진입할 것으로 전망된다.,0
월 초 3~5년 구간 중심의 국고채 금리 상승은 10월 금리 급락에 따른 과열 해소로 보아도 무방할 것이다.,1
주초 국고채 입찰 부담과 내년도 국고채 발행 물량의 증가로 인한 수급 부담감으로 주초 채권금리는 큰 폭의 상승을 보였다.,1
그러나 금통위가 가까워짐에 따라 추가금리 인하에 대한 기대가 금리 하락 압력을 높이며 지표물 금리는 하락세를 보였다.,0
그러나 한은의 은행채 매입 논의가 진행됨에 따라 채권금리는 큰 폭의 하락을 보였다.,0
국내 통화정책이 완화사이클로 진입함에 따라 지표금리의 강세흐름은 계속되었다.,0
주 중 외화 유동성 불안과 고환율에 따른 수입물가의 상승(MoM:2.3%)이 부담으로 작용하기도 하였다.,1
그러나 외국인 투자자의 국채선물 순매수와 지표물 위주의 금리하락은 계속되었다.,0
회사채와 은행채의 신용스프레드가 연일 상승하며 신용위험으로 인한 채권시장의 불안감을 재확인 할 수 있었다.,1
채권시장은 절대금리 메리트로 그간 소외 받던 채권들로 관심이 이동할 것으로 예상된다.,0
"주 초에는 안전자산으로서의 채권의 지위가 부각되며 안정된 흐름을 보였으나, 단기 외화/원화 유동성 교란과 그에 따른 손절성 매물로 주 중 금리는 기록적인 상승폭을 기록하였다.",1
연내 금리인상 가능성은 높지 않다는 판단이다.,0
지표채 금리의 경우 추가 하락의 룸이크지 않아 보인다.,1
안전자산선호와 통화완화 정책에 대한 기대로 채권시장 전반의 강세는 계속될 것으로 전망된다.,0
"기준금리 인상 가능성은 희박하다고 보나, 외화유동성 유출 등 마찰적 요인으로 기준금리와 채권금리의 스프레드는확대될 가능성이 높아 보인다.",1
향후 국채 발행규모를 축소시킬 것이라는 예상 또한 채권 매수심리에 일조하였다.,0
"그러나, 지정학적 불안으로유가가 다시 120달러를 넘어서자, 원/달러 환율과 상승작용을 일으키며 금리는 주초의 낙폭을 축소하였다.",1
환율과 유가의 급등은 한동안 주춤하던 인플레 부담을 상기시키에 충분했다.,1
"다만, 8월 금리인상 이후 추가 긴축에 대한 우려가 낮아지면서 내성이 강해지고 있다는 점도 의식해야 할 것이다.",1
금주 채권금리는 상승압력이 높을 것으로 예상된다.,1
그 동안 채권시장은 기준금리 인상에도 불구하고 외국인 투자자의 국채선물 순매수로 인하여 강세를 보여왔다.,0
"그러나 환율의 상승세가 이어지고 있으며 당국의 개입도 환율 상승을 억제하기는 쉽지 않을 것으로 보여, 원화의 약세로 인한 채권금리 상승압력이 증가할 것으로 예상된다.",1
월말 지표장세를 앞두고 환율과 유가의 재상승은 채권시장에 부담이 될 수밖에 없다.,1
"금통위 회의 이후에도, 금리인상 기대에 따른 IRS 수익률 곡선 역전의 심화로 손절성매물이 등장하면서 약세흐름이 계속되었다.",1
"그러나, 월 후반 국고채 3~5년 금리는 유가하락과 정부의 변동금리부 국고채 발행 계획 소식에 IRS 시장의 불안이 진정되면서 5%대로재진입하였다.",1
"그러나,금리인상은 오히려 매수의 기회를 제공할 것으로 본다.",1
"금리인상 자체는 거시/금융경제에영향을 미친다기보다는 상징적인 의미가 크다고 생각하고, 펀더멘털의 전개 또한 경기하강모멘텀이 힘을 얻을 것으로 전망하기 때문이다.",0
한차례 이상의 금리인상은 쉽지 않을 것으로 본다.,0
"물가에서 경기하강 모멘텀으로 관심이 이전되는 가운데, 8월 채권시장은 금통위회의 이후 통화정책 리스크 완화로 안정세를 되찾을 것으로 전망한다.",0
외국인의 선물 순매수와 구조화채권 발행으로 매수심리가 회복되며 중기구간을 중심으로 채권시장은 안정세를 이어갔다.,0
"채권시장뿐만 아니라, 주가와 원화가 강세를 보이는 등 유가 하락이 국내 금융시장 안정에 크게 기여한 것으로 평가된다.유가안정과 경기모멘텀 부활, 미 금융시장 진정, 구조화 채권 발행 환경 등 시장을 둘러싼제반 환경이 우호적으로 전개되고 있다.",0
"유가의 안정은 에너지 수입국(신흥국)의 신용프리미엄 하강으로 이전되고, 유가 하락을 저지하던 신흥국의 수요 둔화는 채권시장의 중심변수를 인플레에서 경기로 이동시켜 금리인상 추세화에 대한 두려움을 덜어줄 것이다.",0
"금리인상 기대로 인해 단기구간 수익률의 하락은 제한된 반면, 중장기 구간의 수익률 하락으로 국고채 수익률 곡선의 Bullish Flattening 이 예상된다.",0
"국제유가 하락에 따른 인플레 불안심리 진정,장기구간 IRS 금리의 상승에 따른 IRS curve 역전폭 완화 등 채권시장의 약세를 유도하던 요인들이 진정되면서 채권금리는 주중 가파른 하락세를 보였다.",0
다만 연속적인 금리인상에 대해서는 의구심이 남아있기 때문에 중장기 구간의 스프레드는 축소될 것으로 전망된다.,1
국고채 3년 기준 6.20~6.30%까지의 금리상승은 충분히 가능해 보인다.,1
"기대인플레 차단을 강조한 한은의 경제간담회 결과를 반영하며 단기구간의 금리하락세는다소 미진했지만, 유가 안정과 신용채널의 안정, 파워 스프레드 발행 등을 바탕으로 채권시장은 전체적으로 강한 흐름을 계속했다.",0
인플레이션 우려에 따른 금리상승이 통화긴축의 영역으로 들어가고 있다.,1
우리는 근본적으로 금리인상의 필요성에 대해 회의적이다.,0
"채권시장은 통화정책과 경제지표 발표 등 중심 모멘텀의 공백과 과매도 인식 속에, 대외여건 개선을 우호적으로 인식하며 강세를 시도하고 있다.",0
"오히려, 금리인상을 단행할 경우 인플레이션억제를 통한 실질구매력 보전효과보다 역의 부의효과(Reverse Wealth Effect)가 나타날수 있기 때문이다.",1
4월 유동성지표에서 볼 수 있듯이 기업 및 가계를 중심으로 한 대출이증가하는 상황에서 기준금리 인상에 따른 대출금리 상승은 민간 경제주체에 부담을 증가시킬 것이다.,1
인플레이션 억제를 위한 금리인상이 국내 경기의 경착륙을 유도할 수 있다.,0
"이에 국내 채권시장도 약세 시도가 예상되나, 금리인상 기대 없이 추가적인 스프레드 확대는 어려울 것이다.",0
하반기 채권시장은 성장보다 인플레이션의 부담으로 약세 압력이 우세할 것으로 전망된다.,1
"2개월 연속 4%대 물가 상승률을 기록하는 것으로 물가지표는 채권시장에 우호적으로 작용하기 어려울 것으로 전망되고, 6월 금통위에서도 채권시장에 우호적인 멘트는 기대하기 힘들 것으로 전망된다.",1
전주 채권금리는 금통위 결과에 대한 실망감으로 큰 폭으로 상승하였다.,1
"경기하강을 반영하며 수요측면에서의 물가 상승압력은 둔화될 것이고, 금리인하의 효과 역시 시차를 두고 반영되기 때문이다.",0
"3월 수입물가와 원자재물가가 기록적인 상승폭을 보여주었으나, 금리인하 기대를 억제하지 못하는 양상이었다.",0
"금리 자체는 소폭 상승했으나, 가격 부담감과 악재의 강도를 고려했을 때, 견고한 매수심리를 보여준 한 주였다",0
기준금리 인하 기대에 따른 단~중기 금리 하락 가능성이 있다.,0
"그러나, 금리의 향방이 아니라, 재료의 강도와 작년 4분기 금리상승폭을 고려하면 전월의 금리 움직임은 오히려 악재에 대한 내성을 보인 한 달이었다고본다.4월 채권시장은 숨고르기 장세가 연장될 것으로 예상된다.",1
"전주 채권금리는 미 경기와 신용 모멘텀에 기대어 강세를 지속하려 했으나, 물가에 대한 금통위의 우려를 확인하며 소폭 상승한 끝에, 국고채 3년 금리는 전주대비 3bp 상승한 5.00%, 국고채 5년 금리는 2bp 상승한 5.10%에 거래를 마감하였다.",1
금리 하락 추세에 대한 기대 속에 중장기적인 관점의 매수는 나쁘지 않아 보인다.,0
1월 채권금리는 작년 4분기의 상승폭을 되돌리는 정도를 넘어 작년 하반기의 박스권을하향 이탈하는 초강세 흐름을 보였다.,0
문제는 금리하락의 속도가 너무 빠르다는점에 있다.,1
그 동안의 금리 하락이 너무 과도한 것으로 판단되고 국내 경기가 상승세를 유지하고 있어 채권금리 하락세가 이어지기는 쉽지 않을 것으로전망된다.,1
"국고채 3년 금리는 전주대비 16bp 하락한 5.36%에, 국고채 5년 금리는 전주대비 23bp 하락한 5.40%에 거래를 마감하였다.",0
